"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3"
"O43707",62,52,"ACTN4_HUMAN Alpha-actinin-4",0.175656234831581,0.165622300855405,0.216749163241774,-0.0881633080944981,-0.00966346672260682,-0.0557413007555424,0.0921348459001786,0.1854336611122,0.249436000876345,0.104458376457798,0.185261099378355,0.0043153076909815,-0.0904301305476714,-0.160797971613774,-0.168612567489648,-0.212663762847244,-0.257562089975297,-0.251387749796561
"Q12802",62,44,"AKP13_HUMAN A-kinase anchor protein 13",-0.11702944302674,-0.142539856174342,-0.121428632942641,0.061477096151328,0.0131974372665855,0.0753967358862558,-0.0969420536081428,-0.123549110197481,-0.156171524002332,-0.129518115985441,-0.17157862872837,-0.13872830082999,0.0496740891170669,0.122050583375035,0.0845859007695224,0.321864020529957,0.28283859123611,0.267681700399541
"O75116",62,56,"ROCK2_HUMAN Rho-associated protein kinase 2",0.190117514394898,0.169199133422326,0.195976639872001,0.145467482196682,0.187463443096668,0.162984960803678,0.0485948668472086,0.045607826059959,0.0971088907758066,-0.0942431415369102,-0.0564338061714169,-0.0820588188988478,-0.124872765636796,-0.147975718763142,-0.180407315025412,-0.130211335332174,-0.192738259382603,-0.144699739941158
"P30622",62,60,"CLIP1_HUMAN CAP-Gly domain-containing linker protein 1",0.171947587092264,0.172407316380746,0.132456211521501,0.112405760168916,0.13812148066842,0.123974899355474,-0.339547499918517,-0.341573233441494,-0.390608645596654,-0.232247680163828,-0.288598933357857,-0.23560265749775,-0.0181778356861077,0.0730847695839335,0.0696024291859865,0.324635195860689,0.346487419281792,0.268901784412859
"P08670",62,58,"VIME_HUMAN Vimentin",0.412750054063948,0.538212666341446,0.503899657871453,-0.112460529252407,-0.0311132547351739,-0.189125881482519,0.177513519277101,0.342000244640953,0.447229353214664,0.224733559713442,0.33616975505432,-0.053039492968126,-0.26529223061837,-0.316187413513272,-0.405491594348355,-0.480128582932621,-0.512217266657785,-0.569261509453371
"P02545",61,52,"LMNA_HUMAN Prelamin-A/C",-0.384220893338048,-0.345420890895995,-0.406557568015307,-0.305032663150561,-0.224291939337335,-0.212352513018766,0.0945599529199661,0.094257681813076,0.0304388821355403,0.17750418064983,0.134207735057521,0.126816230753612,0.237056699717189,0.17984455520843,0.174897444590996,0.254395413772196,0.231838162719049,0.231124330472594
"P55072",60,40,"TERA_HUMAN Transitional endoplasmic reticulum ATPase",-0.177193153555909,-0.168852072287084,-0.165908023854485,-0.112610829479855,-0.106912791249786,-0.0832533108499149,-0.0569765442667094,-0.0900296395266221,-0.103240320551764,-0.07291113505264,-0.166051599997807,-0.0883150954850134,0.118442047743566,0.173375441214793,0.197508679277886,0.324312299516735,0.327429882553194,0.348483828039878
"Q9Y4I1",60,56,"MYO5A_HUMAN Unconventional myosin-Va",0.286085556627616,0.285699414124269,0.320523779522577,0.351665185822114,0.357476766205275,0.430314433929929,0.121214466377088,0.10388640303696,0.128233531525337,-0.14130244880657,-0.0563946382990865,-0.0945566654833084,-0.307617606087598,-0.302943381790999,-0.33140824332972,-0.448988488560225,-0.416678387669,-0.42499740200954
"Q9Y4G6",60,55,"TLN2_HUMAN Talin-2",-0.439556429470808,-0.360205286231036,-0.419663891193144,-0.176849105472446,-0.158090456112426,-0.0749524300897937,0.112499299905145,0.106984887500788,0.026840381650115,0.128873530053518,0.0459763946340989,0.0924929809966473,0.138214750241579,0.139749388943451,0.136044531555086,0.246118647253353,0.278428459655825,0.240186894812716
"P08238",60,39,"HS90B_HUMAN Heat shock protein HSP 90-beta",-0.0486716778975384,-0.0639970786086737,-0.0664322384497684,0.0976448955417945,0.0682758643455807,0.138134463802264,-0.237205957545339,-0.272697058669273,-0.378846100170046,-0.13837744039842,-0.232574507949301,-0.120974490259555,0.169893530155188,0.192334011033101,0.174907764917815,0.278285493142889,0.267870157162538,0.265061227566171
"Q15643",60,55,"TRIPB_HUMAN Thyroid receptor-interacting protein 11",0.215100484221888,0.222231495157946,0.204612967124523,0.15555467640199,0.175874723440153,0.192800925353197,-0.267998493702474,-0.247450453171312,-0.326864235182878,-0.172303636674252,-0.154872690039992,-0.134941443813987,0.0243439374282714,0.0145744909102086,0.0217330406844138,0.0358520832693652,0.0682440989365943,0.045493958337474
"P49750",59,58,"YLPM1_HUMAN YLP motif-containing protein 1",-0.0199604161362277,-0.0681313196050475,-0.0109185076357413,-0.0797845585706109,-0.11404476673694,-0.149589915825679,0.0791210709066719,0.0859871280240592,0.155681865819626,0.0778722935235446,0.0923887863912722,0.0604726001836177,0.0108998145360388,-0.0207308516304021,0.0071865611872678,0.0228055648244454,-0.0305575263234563,-0.0113171653888737
"Q14839",59,56,"CHD4_HUMAN Chromodomain-helicase-DNA-binding protein 4",0.048797517728294,0.0522017204628131,0.0924676698027344,0.15711327866064,0.131243066025535,0.165330443024664,0.0815246868200245,0.0026841469993459,0.0190325830479696,-0.0804453479652386,-0.0693311389460257,-0.0287029064746076,-0.0673222412445146,-0.0604563978047528,-0.0733457629381917,-0.0840298742064409,-0.107631070845656,-0.0950832325965894
"Q5JRA6",58,46,"TGO1_HUMAN Transport and Golgi organization protein 1 homolog",-0.280600912531149,-0.256737941919565,-0.327542492874738,-0.100496969456807,-0.136736857979601,-0.142573213581,0.063072825808647,-0.00330490499132702,-0.036449824401756,0.0781890645793617,0.0376898328484018,0.060214294963499,0.157488900200314,0.201032332725587,0.171670602306353,0.179375654797445,0.179118082773441,0.221391834458085
"P02452",58,56,"CO1A1_HUMAN Collagen alpha-1(I) chain",-0.477192714942474,-0.496762075538562,-0.479476396410036,-0.325750067162543,-0.400585504602465,-0.395274243842824,-0.642489621267381,-0.663733077657302,-0.681293148508125,0.331490642385773,0.27108218786444,0.30971432965286,0.505357331992045,0.606887440778824,0.598151888532941,0.635602411974705,0.518097757935262,0.529841302806626
"P27708",58,48,"PYR1_HUMAN CAD protein",0.34228662529953,0.330730202097299,0.359936211443532,0.169313918503303,0.185574636670975,0.212549016372346,-0.00053535465124209,0.0374965676223173,0.0330708799057614,-0.0975585739519614,-0.0371087952135759,-0.103920415260233,-0.154714033678143,-0.207556719082689,-0.206402608035471,-0.254170308481854,-0.253223430856782,-0.272076483196329
"P02751",58,58,"FINC_HUMAN Fibronectin",0.700651252838519,0.602991998845199,0.827481542456847,0.64625959343268,0.469284457659237,0.55865699757029,-0.140614840463989,-0.151911750360318,-0.0801055834000568,-0.327004631618022,-0.299282603570091,-0.44321908714299,-0.475339848188853,-0.4488772697497,-0.464388261089832,-0.245881481809261,-0.228720550908475,-0.340451054573405
"Q92614",57,57,"MY18A_HUMAN Unconventional myosin-XVIIIa",-0.462802181147494,-0.432415632650689,-0.482544264836956,-0.263715240599338,-0.247606112587477,-0.24689763061003,-0.222732701444058,-0.199661676013043,-0.329688805154927,-0.0140317619488394,-0.14862433519951,-0.0809417643133139,0.26502560025905,0.405303181809156,0.377466696036259,0.716335627870861,0.696286107710477,0.666609729991672
"Q14203",57,54,"DCTN1_HUMAN Dynactin subunit 1",-0.0787750407553229,-0.0653843389750611,-0.0401438823540307,0.0696446418120692,0.0621672229644901,0.152528950335884,-0.0163352120838096,-0.0429045601300258,-0.0538651096672208,-0.106404001600965,-0.142444250918824,-0.0925266721107316,-0.0216692635528976,0.0333996327294442,0.0258999063055229,0.117504459252657,0.123884943076021,0.158907946787326
"A5YKK6",56,49,"CNOT1_HUMAN CCR4-NOT transcription complex subunit 1",0.11066549577326,0.0825947336469415,0.0619948262071075,0.115449349272041,0.104496593506544,0.0981476325549392,0.0290975315017247,0.0144848303970309,-0.016754514956109,-0.0496284991286291,-0.0401665166016359,-0.0201824485841325,-0.0593876664386352,-0.0431348079231949,-0.0737809798760357,-0.0844609974217939,-0.0731949736716904,-0.0564502031490744
"P20020",56,55,"AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1",-0.0581941785310961,-0.0697807837775465,-0.0425641499294283,0.0872310743454848,0.0647409624382467,0.0746229259793678,0.205920781575233,0.185412722925924,0.23726936738732,0.083430578206731,0.0601932938531319,0.0390382763435417,-0.0303699836732758,-0.0827062448221315,-0.0810083204500127,-0.163059149621726,-0.24714108453696,-0.174036781549598
"Q9H2G2",55,50,"SLK_HUMAN STE20-like serine/threonine-protein kinase",0.156266268637502,0.169185814319144,0.171310942107249,0.101678908929463,0.123925128273311,0.0968941894318582,0.0446126752143261,0.056105768589394,0.0743034258851662,-0.0571851888475889,-0.0414715685384863,-0.0757667179430458,-0.172793382428737,-0.120318132996133,-0.115144320062529,-0.124996495674002,-0.107605596443274,-0.105260317727998
"P34932",55,40,"HSP74_HUMAN Heat shock 70 kDa protein 4",-0.218113639030487,-0.211574565484184,-0.183690386776499,-0.0330069410934452,-0.0837545508213592,-0.0238206957828814,0.0126566484401417,-0.0626846964059005,-0.0250030356273116,-0.0461557185414231,-0.110798367735902,-0.00674955069554203,0.1091521618296,0.130151284834048,0.120003196486144,0.257657232948388,0.21053073120281,0.257595292162678
"P26038",55,51,"MOES_HUMAN Moesin",0.414106160080924,0.434627583469547,0.572637349560574,-0.0977103623092736,-0.0124576483692908,-0.221549568978482,0.105179268578013,0.281444043685859,0.44312807974473,0.182626343368429,0.31660224919212,0.0064171746745793,-0.291045200985235,-0.344092467114104,-0.305538924641965,-0.345097184449588,-0.485740488349003,-0.50774035823733
"Q9P0K7",54,51,"RAI14_HUMAN Ankycorbin",0.259101880560521,0.272281878454394,0.354573228428172,0.18290356298557,0.228177238686154,0.268717862977286,0.229917493159601,0.215348062984034,0.292296708069341,-0.0519985351962341,0.0189299789180011,-0.0272294380178746,-0.266809235374492,-0.310427453631321,-0.345155110794761,-0.386378931658757,-0.386746702886317,-0.403340649061009
"P13639",54,52,"EF2_HUMAN Elongation factor 2",0.368051674291749,0.341598622866995,0.418653574475075,0.0501484963230387,0.0308481351995974,-0.0560467417365128,-0.168879356782588,-0.133928478729884,-0.0683726887596214,-0.0486792721253723,-0.0280019825199045,-0.104816043282061,-0.0807980111724144,-0.0191130495345181,-0.0095921429404591,-0.129244491072752,-0.140537557391389,-0.135244286503753
"P08133",54,37,"ANXA6_HUMAN Annexin A6",-0.286510269794071,-0.302790894689965,-0.289956715587464,-0.101661341268046,-0.145852769410366,-0.074007814655188,-0.0368561774048793,-0.0704606643982683,-0.0823807981982962,0.0151371658221518,-0.0314526966571364,0.0333580413670389,0.228364733870241,0.184419563462665,0.204235237420912,0.299757569897766,0.270451650631759,0.284650398248934
"Q8WUM4",53,46,"PDC6I_HUMAN Programmed cell death 6-interacting protein",0.217655504361349,0.184301301786117,0.22609948002489,0.0484861724893414,0.0253444881018169,-0.0447327509434204,0.0440419057352248,0.050431014562478,0.159781850902963,0.0044167505249476,0.0231490029491951,-0.0619948156408835,-0.118935588774662,-0.119827667598313,-0.105432959893516,-0.0933815842604129,-0.187362670627102,-0.14323260673561
"P12883",53,53,"MYH7_HUMAN Myosin-7",-1.23889180256444,-1.17942396785246,-1.08107805952819,-1.11083136698942,-0.977531270101138,-0.897740671020607,-1.04749613849217,-0.875219393113288,-0.997223140699792,-0.160391082930917,-0.544915891617559,-0.413841299964624,0.712584380342509,0.998462350401713,0.977670117212412,2.4416144773711,2.35153885376031,1.99894262118994
"P07996",53,47,"TSP1_HUMAN Thrombospondin-1",0.524761945054563,0.465435378918251,0.625272077543197,0.285184541219585,0.226700383689705,0.242366140851536,-0.0462933259260566,0.0157520382553422,0.0880803785871916,-0.216535999236966,-0.241829311939683,-0.348205204342736,-0.22135628947547,-0.307992560203527,-0.169318118966395,-0.219367513075443,-0.314852264471315,-0.26409538366186
"Q07157",52,50,"ZO1_HUMAN Tight junction protein ZO-1",0.286225569480414,0.245327525109298,0.333682683605417,0.204761858281999,0.194706302793424,0.172160530034305,-0.0922449548221025,-0.0961929676453525,-0.0376994628819613,-0.196024128725246,-0.11853484531101,-0.194473772481868,-0.16475517418605,-0.154732070696237,-0.149458346704312,-0.0287261950939776,-0.0637283327378705,-0.0892016418873254
"Q9NQC3",52,52,"RTN4_HUMAN Reticulon-4",-1.00844481311016,-0.925208945186298,-0.900045110010553,-0.622922664887336,-0.808376672375036,-0.70541332626559,-0.458865339383142,-0.494086449489414,-0.528070835781707,0.16061803153043,-0.046189439668043,0.109404777505253,0.746754743595127,0.885651286318547,0.899414026221308,1.29871744633959,1.17193744994071,1.18666405804174
"P19367",51,51,"HXK1_HUMAN Hexokinase-1",-0.0705829509481282,-0.0817449293673408,-0.0814261816760768,-0.119366489763047,-0.0956501420246095,-0.122213687744566,0.215533760232766,0.220880482530923,0.242871344663446,0.15136641408023,0.149315692316562,0.0827662483333028,0.0129864509468786,-0.0660198753202935,-0.0400520841092065,-0.0908796269731049,-0.134409123145123,-0.0892979539873794
"A6NHR9",51,43,"SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1",0.130769438810153,0.122296916272542,0.123694259424951,0.109324196500304,0.11358510849198,0.126428956140029,0.0351339433898295,0.0192919497967533,0.0358539596545683,0.000677310770291499,0.0462725036452964,0.0309520904194283,-0.0572038579652998,-0.0931332214185545,-0.0926791256547367,-0.161223301245357,-0.202080902702036,-0.154155842244864
"Q8N3D4",51,50,"EH1L1_HUMAN EH domain-binding protein 1-like protein 1",-0.637747963432461,-0.617941005055363,-0.728064498673794,-0.465110189758134,-0.499804691710463,-0.466090930803407,-0.363935295916164,-0.344044193302737,-0.492241059186982,0.0642868539468847,-0.129058487448447,-0.0565482812085409,0.476584671483244,0.573100347618122,0.618669519402546,1.06173683359298,1.00183768188361,0.951737988894713
"P14618",51,50,"KPYM_HUMAN Pyruvate kinase PKM",0.197206645001894,0.310170817640537,0.322573357953678,-0.211849631286262,-0.155630589154027,-0.344022350709749,0.143289887787427,0.411085148030782,0.456553041937314,0.309800323314562,0.390611847098303,0.0440106921352191,-0.229136749054384,-0.206293486840604,-0.222798980763592,-0.365426749361305,-0.352080979426095,-0.414778698013127
"P41252",51,43,"SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic",-0.0990327958432929,-0.130796487524948,-0.130647879769097,0.0281317583438783,-0.0630476668490131,0.00242746211328493,-0.137630259174892,-0.206452385801587,-0.194906768890759,-0.183797901831809,-0.237859503211739,-0.141820753299702,0.11689646035464,0.161118854792029,0.175977932532089,0.409743402747281,0.343492726586847,0.370851434019394
"Q14690",51,35,"RRP5_HUMAN Protein RRP5 homolog",0.161244918983805,0.161502607729052,0.167902801635652,-0.0586606241367345,-0.0308313673844497,-0.0372062417088517,-0.0577539918564226,-0.0367636422027806,0.0063016275571667,0.10748431622803,0.144469028840718,0.121452695820107,-0.0140790673222163,-0.0249337699532644,-0.0332707857121745,-0.164649184686322,-0.173806294656085,-0.142271489929181
"Q92974",51,42,"ARHG2_HUMAN Rho guanine nucleotide exchange factor 2",-0.250500433905542,-0.225597119792185,-0.247841119595135,-0.142864910720091,-0.19448702617878,-0.142746187142281,-0.258572245925303,-0.285776630045349,-0.307702295895809,0.0881452517986397,0.0383835015902397,0.0581867745376243,0.241678222952296,0.316999189075731,0.287417313293734,0.393308942827975,0.370784980483491,0.352351884481622
"Q9NYU2",51,41,"UGGG1_HUMAN UDP-glucose:glycoprotein glucosyltransferase 1",-0.140134287613164,-0.150430714194749,-0.104518740989904,-0.0296775298277729,-0.0724524374325048,-0.0323480787377217,-0.058369557653153,-0.105307895013511,-0.0191461317485693,-0.105587041176436,-0.102903986863766,-0.0746631045638521,0.0522439836518592,0.124114971140414,0.155342733441753,0.235097718628014,0.269524496691997,0.252899968989926
"Q86VP6",50,48,"CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1",-0.168739397121464,-0.147843382476168,-0.149072681283019,-0.0476195242494606,-0.0783373485220802,-0.0822243479186758,0.142725182485149,0.0774441090906162,0.0976930334450666,0.0608725786737268,0.0357676122629978,0.069796158352407,0.0394080972598566,0.0179630892037851,0.0495341767214444,0.0563934786549243,0.0547144096613018,0.0636743830774348
"P52272",50,48,"HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M",-0.0410524299101885,-0.0362929508029656,-0.022581430190626,-0.135687762821309,-0.104835034277338,-0.140155717331117,0.241360906184081,0.26375017083636,0.298997050547565,0.160259476865843,0.194401703617753,0.134097287433387,-0.0144620622244288,-0.0520275252882058,-0.0723358886040747,-0.165029938407878,-0.224310177111577,-0.194744322299255
"Q8WXH0",50,45,"SYNE2_HUMAN Nesprin-2",-0.0345045944589806,-0.0394856072946363,0.0113468341154589,0.182806202426982,0.172297797018616,0.267130094361378,0.256744493123411,0.243916189296452,0.249733595830179,-0.0394272827860142,0.0229504594638103,0.0164195193725418,-0.180304345342938,-0.164074446347428,-0.165961450238798,-0.234652212691879,-0.194579308263174,-0.223624232294851
"O94832",50,47,"MYO1D_HUMAN Unconventional myosin-Id",-0.241013627615536,-0.213085694564428,-0.223789226490299,-0.020058057037969,-0.051226914144189,0.0187625044564712,0.215248405717371,0.153215643968199,0.163654169260314,0.187912738386295,0.169806713910245,0.207254959170262,0.0905310020765871,0.0357318842236495,0.020540412625265,-0.145849256741683,-0.164842995020595,-0.116423376238414
