"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3","log.ratios.C2.vs.C1","log.ratios.C3.vs.C1","log.ratios.C4.vs.C1","log.ratios.C5.vs.C1","log.ratios.C6.vs.C1","FDR.PolySTest.C2.vs.C1","FDR.PolySTest.C3.vs.C1","FDR.PolySTest.C4.vs.C1","FDR.PolySTest.C5.vs.C1","FDR.PolySTest.C6.vs.C1","Cluster"
"O00203",42,31,"AP3B1_HUMAN AP-3 complex subunit beta-1",0.211736530451361,0.159238530771655,0.213840138371818,-0.00160626423782856,-0.00853583082566707,-0.083843501868198,-0.00195534902348692,0.0513573628572349,0.136795447620185,0.056951678094661,0.111859578373438,0.020779011644701,-0.0810053693776874,-0.140417027532746,-0.0383552840873379,-0.163168077225864,-0.19507614413987,-0.162791369538698,-0.226266932175509,-0.1328725793803,-0.131741643827345,-0.281530960197535,-0.368616930166422,0.000426718646545428,0.00701801772582175,0.00515650489205519,3.63924871469534e-06,1.04515789287443e-07,4
"O00217",6,6,"NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",-0.343123276765139,-0.462422792176309,-0.289159120415363,-0.0966470004864771,-0.226798515055594,-0.154047308202565,0.0924953371555541,-0.0576086092252245,0.100593789598384,0.0690824071385954,0.0968088118685852,0.132264461291967,0.15381994388311,0.116962004791244,0.14447938507297,0.31311149404187,0.205204597381557,0.30687949473394,0.205737455204058,0.410061902295175,0.464286956551986,0.503322174368045,0.639966925171393,0.00520977329681993,4.64870878599211e-06,6.98508332431909e-07,1.18433802620154e-07,3.9469545351461e-09,2
"O00221",3,2,"IKBE_HUMAN NF-kappa-B inhibitor epsilon",-0.146597376971027,-0.121329601669268,NA,-0.18293783743972,-0.16129555199986,NA,0.0795555152249431,0.074446950566389,NA,0.241061256338831,NA,NA,0.14261200948062,NA,NA,0.0720792467945637,NA,NA,-0.0381532053996425,0.210964722215814,0.375024745658978,0.276575498800767,0.206042736114711,0.172867756123634,0.00353556648494971,0.000319452235930763,0.00064998908324042,0.0015894745893876,2
"O00232",25,19,"PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12",-0.15479752595887,-0.17103065669604,-0.158201076877982,0.0829461937581723,0.0146292517842866,0.179867972109342,-0.06120191202037,-0.116805873330626,-0.156813414052053,-0.198692617580304,-0.266762911260089,-0.0994203935709026,0.094436991932797,0.129889923700964,0.139452622385254,0.257373029175718,0.284582154967083,0.314076501974681,0.253824225728231,0.049736020043281,-0.0269488876261345,0.282602932517302,0.446686981883458,0.000447300237848929,0.141075567187475,0.179958545609515,1.22276835630556e-05,4.65659605695071e-08,1
"O00233",10,8,"PSMD9_HUMAN 26S proteasome non-ATPase regulatory subunit 9",0.234878813059887,0.159142375493043,0.182268717574278,-0.0282506227454906,-0.0243843115067878,-0.191669706133904,0.0945779712440541,0.0828524312510755,0.211179444650603,0.0834523006272487,0.126495266389894,-0.00915046053052938,-0.102708626302894,-0.112628835308569,-0.146933131700505,-0.0533604966897003,-0.203855134794661,-0.214295618783013,-0.273531515504463,-0.0625600196604918,-0.125164266546865,-0.312853499813059,-0.349267052131527,0.00119041651778612,0.166848988115956,0.0358538507201006,3.56286688791942e-05,7.13116706699201e-06,4
"O00255",5,5,"MEN1_HUMAN Menin",0.118299687220502,0.0668527954818575,0.0985934401677004,0.0445744520068478,0.0388916142900752,0.0134427171809166,0.0471299279243983,0.252509602601935,0.301001562861029,0.308997149874946,0.154935020106948,0.0487067412703147,0.0101114390451202,-0.195373995726415,-0.186361901202263,-0.0504580223570008,-0.271072116096873,-0.281814729616335,-0.0622790464640734,0.105631723505767,0.0762976627940496,-0.218456793584539,-0.295696930313423,0.477983852069355,0.168668277259807,0.210216665723822,0.00847770444064274,0.000867549912013116,4
"O00258",3,3,"WRB_HUMAN Tail-anchored protein insertion receptor WRB",-0.153127167752772,-0.145016894127023,-0.145978391046834,-0.135655399601213,-0.0830064546462195,0.0423100407550405,-0.0826779625939856,-0.0484812705749338,-0.0646165305150009,0.0479792289858915,0.264173023083071,0.0175914907476905,0.0099426423199433,0.0601739964947364,0.0327302915540141,0.178287619943257,0.127520175152408,0.165461937615959,0.0892568798114123,0.0827822297475695,0.257955398581094,0.182323127765108,0.305130728546084,0.217684663536969,0.0759693564226142,0.00038074438754458,0.00245814892045127,2.3374162030192e-05,2
"O00273",12,8,"DFFA_HUMAN DNA fragmentation factor subunit alpha",0.0492060745651804,0.102887446076386,0.0221946013513793,0.00802049147362434,-0.00157491134991342,-0.0457700508843631,0.0213394075836872,0.0218596632345107,0.0346833614027349,0.0450435780918896,0.0991804787039522,0.078627597755507,-0.0527725603064074,0.0084911129769093,-0.0344615556313927,-0.0908751895664089,-0.0824607644837644,-0.0815030773769614,-0.0712041975845326,-0.0321352299240043,0.0161878441861344,-0.0843437083179455,-0.14304238447336,0.0538732787037319,0.276699340361693,0.243196664687133,0.00455732051456131,5.37736281252369e-05,4
"O00291",46,44,"HIP1_HUMAN Huntingtin-interacting protein 1",-0.428606581528605,-0.411788314070864,-0.477105742081302,-0.181714691415284,-0.232741346351019,-0.183940796591656,-0.234520827425993,-0.212332825810596,-0.335129807121665,0.120494852715522,0.0071560879297866,0.0882238920592363,0.466184638280201,0.45748884332201,0.431967157113486,0.379901019620127,0.329885223341686,0.402655622579734,0.239701267774271,0.178505725774172,0.511125156795105,0.891047092132156,0.809980834407439,0.00019523408271901,0.000592560727205226,7.07510763224748e-09,5.88988360100191e-12,6.68399169356049e-12,1
"O00299",14,13,"CLIC1_HUMAN Chloride intracellular channel protein 1",0.500159403649906,0.438867707969021,0.422829097064062,0.101365653521318,0.130160253028063,0.0352617254493159,0.0735732095625282,0.233002957863129,0.225092176986169,-0.00044699353377007,-0.00791968278029117,-0.147778828030765,-0.294146789692082,-0.28458808427533,-0.290873572321064,-0.336198957936658,-0.417667359613009,-0.365789461118187,-0.365022858894764,-0.276729288090388,-0.506000571009272,-0.743821551657155,-0.827170662450281,6.02291334866627e-05,0.000101823139189263,1.10570269092427e-07,5.24767454041863e-10,7.67801490737977e-11,3
"O00308",3,2,"WWP2_HUMAN NEDD4-like E3 ubiquitin-protein ligase WWP2",0.174200637524678,0.123131043488002,NA,0.153872162839651,0.189090514645877,NA,-0.137772947847786,-0.0404868781511304,NA,-0.23227084376544,NA,NA,-0.184111857196344,NA,NA,-0.0480572212120347,NA,NA,0.022815498236424,-0.237795753505798,-0.38093668427178,-0.332777697702684,-0.196723061718375,0.125119048913761,0.00651145212566818,0.0010204391121417,0.000938265945220089,0.00554492427901308,5
"O00330",11,10,"ODPX_HUMAN Pyruvate dehydrogenase protein X component, mitochondrial",-0.329741643694622,-0.252270397756941,-0.330847704699038,-0.211864773814698,-0.217158795431043,-0.104693374371056,0.0428585022555571,0.0165647696370785,-0.000395248691232001,0.09756699881209,0.0441318260706347,0.0147722041975004,0.147440114772341,0.148969558902202,0.152065888243146,0.316751221087315,0.302431262867611,0.296407007050909,0.126380934177935,0.323962589784001,0.356443591743609,0.453778436022763,0.609483079052145,0.00783088202617633,6.41491436477408e-07,1.20310977597853e-07,3.0472277353679e-09,4.98446030077295e-11,2
"O00391",4,4,"QSOX1_HUMAN Sulfhydryl oxidase 1",0.304916018656903,0.356733607581061,NA,0.210108439091612,0.2344640706906,NA,-0.143333799776518,-0.150880547078797,NA,-0.285118889873428,NA,NA,-0.214149288958245,NA,NA,-0.315145000007717,NA,NA,-0.108538558227876,-0.477931986546639,-0.61594370299241,-0.544974102077227,-0.645969813126699,0.0601731850796922,0.000103576403018945,3.77055065692221e-05,3.13751698572529e-05,7.84315734181545e-06,5
"O00400",7,6,"ACATN_HUMAN Acetyl-coenzyme A transporter 1",-0.100958665157892,-0.127404296905523,-0.196377233893479,-0.0565758044104253,-0.179007978964968,-0.106369054415989,-0.151656313146752,-0.206302626459806,-0.265320448118604,-0.0866236469886124,-0.225433495244308,-0.126468212147987,0.334470544713081,0.275965530082259,0.216347428178874,0.422920630743279,0.329259224372034,0.357327088402775,0.0275957860551706,-0.0661797305894227,-0.00459505280800446,0.417174566310369,0.511415713158327,0.380442361452079,0.0666541412191785,0.201009132680813,3.55433627098089e-07,1.90363574022966e-08,1
"O00401",12,9,"WASL_HUMAN Neural Wiskott-Aldrich syndrome protein",0.15493395518672,0.109103533614751,0.0214825714630238,-0.0297729725154356,0.0055505198124107,0.105314137688923,0.0638354085164167,0.0686159407001714,-0.0321075569776807,0.0712304097558977,-0.0147243519544385,-0.0090167972202488,-0.0688161024552904,-0.0360302102978534,-0.105754961096483,-0.0224438510741434,-0.139115367142014,-0.10368524783135,-0.0681427917595322,-0.0617254226751958,-0.0793435998944281,-0.165373778038041,-0.183588175437334,0.283177101225025,0.222780655044948,0.0937404284294875,0.00176440978355606,0.000533640783189922,3
"O00408",5,5,"PDE2A_HUMAN cGMP-dependent 3',5'-cyclic phosphodiesterase",-1.21110815297982,-0.970297022789134,-1.0038464756732,-0.775324426350041,-0.794050193106335,-0.810682029168701,-0.657704331276917,-0.507286535542089,-0.769820312567291,0.259314515901434,-0.033306701085159,0.0805698308328139,0.934103326191222,0.875250129085647,0.919323495689582,1.34126173748546,1.10858790624939,1.1856435124811,0.268398334272359,0.416813490685286,1.16394309903041,1.9713095341362,2.2735816025527,0.0180084711492038,0.000375968925301462,4.97776622503514e-09,5.79337584977206e-12,5.30902254921127e-13,1
"O00410",46,32,"IPO5_HUMAN Importin-5",0.265207558408415,0.255155115321549,0.317009973046335,-0.055746452983259,-0.0527817602198284,-0.158071888869323,-0.0073499873861924,0.0725183737351957,0.193254274264903,0.0600153294477497,0.140005389421336,-0.00610625256236069,-0.150177093948463,-0.14004335280199,-0.0616780614021761,-0.173612894218305,-0.198417254592104,-0.204510036709641,-0.367990916282903,-0.192983328720798,-0.214486060156525,-0.396423718309643,-0.471304277432116,7.01718617087338e-05,0.00270889163347168,0.000826413594351814,1.06591006931249e-06,8.46475088050949e-08,4
"O00418",16,16,"EF2K_HUMAN Eukaryotic elongation factor 2 kinase",-0.443027285842607,-0.488277653631255,-0.514254226046404,-0.180431713553913,-0.316914139214394,-0.234890108299841,0.0997079617828291,0.0372716756778059,0.0216103324245396,0.457000879609867,0.418788526550709,0.448083857522538,0.302434199684249,0.29150182365853,0.264402373777056,0.0031397697121363,0.00966039048322325,0.0580261523960367,0.237774401484039,0.53471637846848,0.923144143067793,0.767965854213367,0.505461826037221,0.000128705116740433,4.62831199274874e-09,7.96625696722793e-12,1.31775246429163e-11,6.89530290683246e-10,2
"O00422",10,9,"SAP18_HUMAN Histone deacetylase complex subunit SAP18",0.0284343548411939,-0.00470788885545009,-0.024076049196863,-0.111017081175543,-0.131834832766262,-0.157195928157315,0.241804911793214,0.200271014236881,0.315943869268044,0.134851377351492,0.121010348824988,0.0781449973181088,-0.0915419257443764,-0.0292385829186394,-0.0190146996771159,-0.175525353250363,-0.148086621967834,-0.136419313230976,-0.133232752962667,0.252789792836419,0.111452102235236,-0.0464818750430042,-0.153227235079351,0.00441437808656156,5.84950132240636e-06,0.00434452226030339,0.0404083386836348,0.000121072105357095,4
"O00425",27,27,"IF2B3_HUMAN Insulin-like growth factor 2 mRNA-binding protein 3",0.311820764435762,0.259765146808836,0.352454251767496,0.227700644069028,0.235460403627282,0.269697494377938,0.0721159060677642,0.0810869827364734,0.142730526064927,-0.10808266654799,-0.0556030360542322,-0.119737548995487,-0.235600561686101,-0.273455739548869,-0.244030365526139,-0.27159123283587,-0.284865449062341,-0.274602582725137,-0.063727206979282,-0.209368916047643,-0.402487804869934,-0.559042276591068,-0.585033142545147,0.107801324767076,1.72625537222574e-05,8.16456931578732e-09,7.0318265218878e-11,2.02050015461398e-11,3
"O00429",43,36,"DNM1L_HUMAN Dynamin-1-like protein",0.232954493275571,0.245132832102882,0.237812931070447,0.0897498041432901,0.0899480981748867,-0.0209515517011908,0.118295635049101,0.133160173686509,0.18908926379537,0.0279576483892621,0.0687650447774651,-0.0566478310131418,-0.166969653237895,-0.15391691698584,-0.188909364570014,-0.196960739876502,-0.304284816255937,-0.253769619194263,-0.185717968610638,-0.0917850613059733,-0.225275131431772,-0.408565397080883,-0.490305143925201,0.00172144150785169,0.0379846782113071,7.22748888592341e-05,5.70110039514447e-08,3.66497192350799e-09,3
"O00442",14,8,"RTCA_HUMAN RNA 3'-terminal phosphate cyclase",-0.304489086173822,-0.404838497261455,-0.303520589854026,-0.0871139839770741,-0.0667227430797994,0.100525659456602,-0.0371067074275012,-0.090249857939382,-0.112390977160597,-0.21122818237271,-0.19118980313765,-0.0030974803390171,0.197472595407946,0.226580126118288,0.263990058601153,0.392976435879512,0.373867363585367,0.389147690299793,0.319845701896344,0.257700210253941,0.202444235813309,0.566963651138897,0.722946554351325,0.000419070344664602,0.000731030693330873,0.00293197896148168,7.29595268385089e-08,2.30487714936441e-09,1
"O00443",20,18,"P3C2A_HUMAN Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha",0.146008930636981,0.173245276008692,0.210184643125958,0.153708525107887,0.180656852850915,0.251233228817987,0.102379710358098,0.12814315427394,0.140938452383637,0.0261093290898051,0.0822234696640747,0.0656153939082838,-0.119595466472979,-0.186320501937092,-0.162388065544021,-0.417201475893092,-0.229338091777268,-0.300145648899954,0.0187199190017193,-0.0526591775853187,-0.118496885703156,-0.332580961241908,-0.492041355447315,0.217784430409015,0.0448447873197037,0.0128556020171153,1.08355448159791e-06,6.96401728357515e-09,3
"O00459",12,11,"P85B_HUMAN Phosphatidylinositol 3-kinase regulatory subunit beta",0.0386372673703626,0.0287474055585487,0.124376177459026,0.202388369684627,0.148719088200171,0.229497594080777,-0.0817277645444064,-0.165696698442108,-0.0751012616367757,-0.0982297025000283,-0.0029775089406486,-0.00413719053280264,-0.0807570099978164,-0.0904780393804775,-0.0474303846217884,-0.0191664865574628,-0.00252992987322785,-0.0166077547806996,0.129614733859213,-0.171428858337076,-0.0990350841204723,-0.136808761462673,-0.0766883405331092,0.0108008076232315,0.00066434539537189,0.0165065064588642,0.0012068288272089,0.017812673620915,5
"O00461",32,32,"GOLI4_HUMAN Golgi integral membrane protein 4",0.475774070039025,0.439213599317985,0.495724317951777,0.304458026362204,0.30413352308799,0.358454601274582,-0.545235429526933,-0.524493595310429,-0.467017783692157,-0.343468788744263,-0.281037774331942,-0.280108109167266,-0.137254034757293,-0.0772055078111985,-0.0521891146513093,0.112324813971834,0.145916192935839,0.157469521681517,-0.14788861219467,-0.982486265279435,-0.771775553184086,-0.559120214842863,-0.331667152906532,0.00205883451769683,4.61541835527228e-12,1.75247956787776e-11,1.5546838586355e-10,3.3003107490456e-08,5
"O00462",5,5,"MANBA_HUMAN Beta-mannosidase",-0.16538421557602,-0.12573034284544,-0.318405541553193,0.0144946417643251,0.0287176707908347,0.0670312925207264,-0.225055267500236,-0.14010858735754,-0.200507658424114,-0.148770537731253,-0.208473238510488,-0.114044084102304,0.109003706589356,0.141692911738408,0.0325170968926719,0.535382017572272,0.366708479689258,0.450940163480488,0.239921235016846,0.0146161955642543,0.0460774132102027,0.297577938398363,0.654183586905557,0.00202887940633696,0.350805142970048,0.227328629138584,3.33756920943574e-05,3.33536113630264e-09,1
"O00463",3,3,"TRAF5_HUMAN TNF receptor-associated factor 5",NA,NA,-0.853876357981092,NA,NA,-0.75870079163891,NA,NA,-0.798969762480538,NA,-0.0857418602855786,-0.021617455393468,NA,0.631394246613881,0.609206297613647,NA,0.683800825162018,0.684520623858598,0.0951755663421819,0.054906595500554,0.800196700141569,1.47417663009486,1.5380370824914,0.217845738553131,0.300485510355514,1.18860510491926e-05,2.34783896018217e-07,1.02976624121631e-07,1
"O00468",5,5,"AGRIN_HUMAN Agrin",-0.656513304261611,-0.72127821784831,-0.827649995512088,-0.592598498836153,-0.501534767937244,-0.57110145339817,-0.530035092275864,-0.393930856316877,-0.477211045996052,-0.0068145959616898,-0.0608765225786826,0.0448985145186884,0.54862997776499,0.677989992160768,0.68754415792351,1.091533435008,1.15153099347647,1.22502765586434,0.180068932483481,0.268088174344405,0.727549637866775,1.37320188182376,1.89117786732361,0.0150567508595576,0.000405593502791532,7.63978722272773e-09,2.83934099146952e-12,4.53417832224449e-14,1
"O00469",29,29,"PLOD2_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.69428860541891,0.675790104206338,0.865820859976851,0.577765844166844,0.478367299181545,0.50857748480705,0.197987144281135,0.15978695181375,0.307775822797127,-0.245503685695945,-0.172221528990239,-0.226056067560276,-0.490842477399767,-0.60706047511074,-0.628053802243282,-0.57838906360067,-0.705571440041386,-0.738326343963414,-0.223729647148887,-0.523449883570029,-0.959893617282853,-1.3206187747853,-1.41939547240252,0.00690333827167855,1.35178922904825e-06,8.98537670653065e-10,9.77963813865382e-12,1.92520982670752e-12,3
"O00471",23,19,"EXOC5_HUMAN Exocyst complex component 5",-0.157621008184022,-0.173335882510381,-0.177290472546224,-0.0842051603481325,-0.0857315923583686,-0.0884868418920075,-0.0978412982633624,-0.108852436661013,-0.117598214102062,0.0261335965713907,-0.0155875242698309,-0.002777650387565,0.0996696764885861,0.135789060587987,0.122761130719115,0.300313959598785,0.251396144750911,0.247515363397672,0.0832745895473728,0.0613184714047299,0.172005261718207,0.288822410345438,0.435824276995998,0.0103367790864511,0.0224223936598519,5.94179031835456e-06,7.7289576250635e-09,3.37902663761962e-11,1
"O00487",13,9,"PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14",-0.201694087063355,-0.252107941003703,-0.141529759399072,0.0869923484994099,0.0450815270410377,0.236010531842282,-0.124871001055249,-0.184657176406625,-0.178083377865248,-0.239284211937422,-0.238926803301462,-0.102410525159591,0.142969003724458,0.185057871742079,0.125149346733427,0.274559139056943,0.429426462068461,0.317571610782589,0.321138731616287,0.035906744046336,0.00490341568921834,0.349502669888698,0.538962999791374,0.000317475993813141,0.234723700806852,0.165678362833831,9.72422808651069e-06,4.73763854455413e-08,1
